filename,class,xmin,ymin,xmax,ymax,observation angle,xloc,yloc,zloc
007149.png,Van,722.29,70.3,982.2,300.46,-1.84,3.2,1.46,11.35
007149.png,Car,672.18,171.3,726.0,211.18,-1.71,3.52,1.46,29.43
007149.png,Car,513.96,180.97,574.52,227.36,-1.45,-2.19,1.71,24.51
007149.png,Car,706.71,174.34,803.49,250.27,-1.73,3.3,1.66,17.24
007149.png,Car,656.24,174.02,683.1,196.56,-1.56,3.82,1.47,46.3
007149.png,Pedestrian,921.16,128.96,973.5,302.93,2.7,3.53,1.33,7.64
007149.png,Misc,161.11,202.13,317.61,292.8,-2.66,-5.55,1.74,10.75
007150.png,Pedestrian,953.02,152.92,1011.58,288.27,2.66,4.99,1.4,9.43
007151.png,Car,982.74,157.04,1180.46,251.68,2.01,8.46,1.24,12.94
007151.png,Car,823.0,195.71,1241.0,374.0,-2.03,2.85,1.57,5.17
007151.png,Car,0.0,189.73,260.31,374.0,2.32,-3.61,1.7,3.69
007151.png,Van,138.06,144.39,433.15,346.76,1.96,-3.79,1.73,9.31
007151.png,Car,801.66,155.51,969.09,225.49,2.79,7.05,1.3,18.82
007151.png,Car,343.39,174.91,484.79,272.29,1.82,-3.76,1.7,14.51
007151.png,Car,423.34,182.26,512.19,246.94,1.75,-3.91,1.88,20.31
007151.png,Truck,579.01,127.13,679.48,214.65,-1.4,1.25,1.74,34.6
007152.png,Car,617.53,174.4,671.11,226.07,-1.56,1.13,1.68,24.28
007152.png,Car,0.0,195.69,326.98,374.0,2.13,-4.09,1.69,6.39
007152.png,Car,7.58,193.71,266.67,311.42,2.17,-6.8,1.76,10.74
007153.png,Car,0.0,150.38,183.26,374.0,2.45,-3.18,1.82,1.97
007153.png,Car,127.81,171.21,452.9,374.0,1.91,-3.02,1.84,7.8
007153.png,Misc,364.76,221.24,502.71,286.26,1.88,-3.26,1.95,13.62
007153.png,Car,508.19,186.84,591.36,239.55,1.85,-1.89,1.99,23.42
007153.png,Car,564.76,185.22,627.34,227.09,1.91,-0.54,2.1,29.63
007153.png,Car,619.51,186.3,670.03,219.05,1.86,1.71,2.14,35.06
007153.png,Car,794.28,170.48,833.21,192.57,-1.26,17.02,1.6,60.17
007154.png,Pedestrian,1002.64,156.19,1067.31,323.1,-0.88,4.64,1.42,7.54
007155.png,Car,178.21,181.46,498.15,374.0,1.93,-2.36,1.67,7.29
007156.png,Car,0.0,202.09,345.42,374.0,2.17,-2.96,1.79,3.86
007156.png,Car,316.58,191.42,490.44,318.67,1.84,-2.94,1.84,10.87
007156.png,Van,439.84,145.7,542.32,246.85,1.72,-3.24,1.84,20.67
007156.png,Car,0.0,224.99,107.79,374.0,2.31,-5.63,2.05,5.46
007156.png,Car,745.17,158.91,1147.77,310.04,-0.42,3.85,1.5,8.82
007156.png,Car,696.33,173.59,938.09,255.93,-0.25,4.07,1.6,14.81
007156.png,Car,223.31,197.87,381.48,295.53,1.92,-5.75,2.04,13.87
007156.png,Car,642.84,167.63,780.33,224.57,-0.06,3.09,1.56,22.74
007156.png,Van,513.12,165.94,571.29,217.36,1.69,-3.04,1.88,33.35
007156.png,Car,630.09,176.67,663.81,206.44,-1.67,1.99,1.8,40.03
007156.png,Pedestrian,569.37,173.02,577.04,191.93,0.5,-3.81,1.93,73.03
007156.png,Pedestrian,573.35,172.98,580.68,191.33,0.75,-3.35,1.89,73.93
007157.png,Car,604.01,178.38,631.41,205.46,-1.59,0.44,2.02,46.23
007157.png,Pedestrian,1084.45,170.64,1234.6,374.0,1.99,2.3,1.49,3.08
007157.png,Car,241.42,195.21,347.9,246.17,2.01,-9.56,2.06,22.1
007157.png,Car,300.84,187.39,369.65,227.99,1.95,-12.04,2.29,31.75
007158.png,Car,795.32,162.17,921.1,211.61,-0.32,8.48,1.29,24.94
007158.png,Car,653.74,162.26,681.96,185.85,-1.65,3.74,0.83,47.36
007159.png,Pedestrian,1040.21,124.35,1139.21,321.28,2.46,5.05,1.39,7.39
007159.png,Pedestrian,1152.44,139.3,1208.77,274.3,2.33,7.88,1.24,9.71
007160.png,Car,582.44,176.5,622.04,214.17,-1.56,-0.37,1.72,31.75
007160.png,Car,598.34,171.2,630.85,205.1,-1.57,0.22,1.71,40.18
007160.png,Car,985.76,194.23,1241.0,374.0,-2.38,2.59,1.64,2.08
007160.png,Car,812.44,183.68,1149.66,374.0,-1.91,3.05,1.66,6.84
007160.png,Car,678.56,167.19,757.76,236.17,-1.71,2.92,1.63,20.46
007160.png,Car,0.0,190.36,248.22,305.57,2.14,-7.81,1.83,11.86
007160.png,Car,665.17,175.14,713.18,216.61,-1.69,3.04,1.64,28.46
007160.png,Car,645.03,173.71,674.04,200.52,-1.64,3.04,1.68,45.17
007161.png,Car,0.0,194.69,377.22,373.0,2.1,-3.6,1.74,6.46
007161.png,Pedestrian,797.31,148.66,847.59,267.21,1.1,3.35,1.3,11.43
007161.png,Pedestrian,574.95,175.32,590.13,225.22,-1.58,-0.94,1.52,25.47
007161.png,Pedestrian,592.83,171.07,611.86,223.12,-1.56,-0.19,1.45,25.55
007161.png,Pedestrian,450.73,174.14,469.31,229.17,-1.44,-5.01,1.54,23.85
007162.png,Car,575.47,176.86,610.38,208.68,-1.57,-0.81,1.17,38.45
007162.png,Car,0.0,201.38,310.63,375.0,-0.98,-4.03,1.61,5.71
007162.png,Car,356.29,186.68,468.16,256.97,-1.31,-4.45,1.48,16.74
007162.png,Car,441.26,183.0,505.35,225.3,-1.39,-4.95,1.36,26.77
007162.png,Car,488.82,183.69,530.44,212.65,-1.44,-4.89,1.29,36.03
007162.png,Misc,523.63,169.06,552.95,201.44,-1.5,-4.93,1.11,51.14
007162.png,Van,129.27,166.29,269.42,237.16,-1.07,-12.4,1.42,22.14
007163.png,Car,870.39,183.93,1241.0,374.0,-2.15,2.97,1.49,4.21
007163.png,Car,746.99,176.94,911.63,293.45,-1.77,2.93,1.49,10.38
007163.png,Car,235.35,195.97,385.45,285.28,1.97,-6.04,2.05,14.87
007163.png,Car,468.39,187.39,508.92,216.91,1.73,-6.31,2.2,37.62
007163.png,Car,643.76,174.96,679.51,203.12,-1.64,2.87,1.66,41.11
007163.png,Car,487.7,186.57,523.72,211.28,1.73,-6.22,2.21,43.2
007163.png,Car,241.16,195.48,303.16,222.84,-1.13,-20.83,2.95,44.64
007163.png,Car,288.29,195.78,342.71,223.07,-1.19,-18.25,2.98,44.84
007164.png,Car,591.72,179.39,618.06,205.44,-1.58,-0.38,2.1,48.01
007164.png,Car,451.38,185.45,484.53,207.95,1.71,-9.75,2.32,49.64
007165.png,Car,0.0,190.31,394.52,374.0,2.04,-3.41,1.75,6.44
007165.png,Car,439.15,184.04,519.19,235.06,1.74,-4.09,1.81,23.03
007165.png,Van,477.26,173.95,528.96,216.63,1.71,-4.63,1.8,31.5
007165.png,Car,528.38,171.93,554.71,193.72,1.64,-4.58,1.36,48.35
007165.png,Van,535.42,164.31,560.02,189.37,1.62,-4.71,1.22,54.75
007166.png,Car,322.74,165.56,467.26,263.73,1.82,-3.78,1.43,13.2
007166.png,Car,774.66,160.07,1063.02,340.71,-1.95,2.88,1.39,7.55
007166.png,Car,695.6,159.07,845.33,262.65,-1.81,2.49,1.3,12.22
007166.png,Car,661.06,159.52,757.69,223.01,-1.75,2.32,1.12,18.25
007166.png,Car,406.14,166.67,501.89,227.31,1.77,-4.01,1.29,19.02
007166.png,Car,448.23,161.09,506.83,207.14,1.7,-4.52,1.11,24.81
007166.png,Car,653.62,157.38,721.26,205.31,-1.72,2.48,1.01,24.43
007166.png,Car,801.13,140.18,887.26,181.96,2.98,11.97,0.45,37.18
007167.png,Car,66.33,190.08,175.84,258.97,1.82,-14.43,2.33,21.47
007167.png,Van,46.32,177.78,139.17,234.52,1.93,-28.58,3.17,40.13
007167.png,Car,135.5,199.16,212.11,243.11,1.83,-16.86,2.55,27.99
007167.png,Car,666.34,182.07,716.36,212.72,1.86,4.22,1.97,37.29
007167.png,Misc,766.91,174.79,782.04,196.66,1.79,12.6,1.8,55.29
007168.png,Car,240.95,187.07,319.97,223.77,2.01,-15.46,2.26,34.02
007168.png,Car,381.81,182.18,426.72,207.93,1.86,-13.54,2.23,47.6
007168.png,Tram,442.45,152.31,518.24,200.8,1.73,-10.03,1.98,58.65
007168.png,Cyclist,723.71,169.0,738.5,204.79,-1.7,6.02,1.57,36.04
007169.png,Car,791.69,143.73,1241.0,374.0,-2.07,2.88,1.55,6.03
007169.png,Car,0.0,202.79,312.92,374.0,2.07,-5.03,1.88,7.99
007169.png,Car,644.12,181.72,739.36,248.32,-1.76,1.91,1.72,18.22
007169.png,Car,405.76,188.31,477.71,235.43,-1.42,-5.54,1.93,23.95
007169.png,Car,615.51,179.26,664.17,219.51,-1.67,1.09,1.74,28.41
007169.png,Car,445.04,179.56,496.41,219.89,-1.45,-6.36,2.04,33.16
007169.png,Car,478.59,180.44,512.53,206.66,1.71,-7.43,2.12,46.99
007169.png,Car,598.16,175.89,632.16,203.63,-1.68,0.25,1.82,44.13
007170.png,Car,541.43,172.15,582.26,203.48,-1.46,-1.93,1.03,36.05
007170.png,Car,612.15,168.55,640.01,193.12,-1.54,1.68,0.71,47.25
007170.png,Car,523.71,171.0,553.26,193.02,1.69,-4.27,0.75,49.39
007170.png,Car,588.13,167.63,609.67,187.77,-1.53,-0.15,0.48,58.17
007171.png,Car,722.55,166.09,755.7,196.5,-1.48,7.8,1.37,43.48
007171.png,Van,603.32,161.47,702.55,228.51,-1.28,1.36,1.52,21.66
007171.png,Car,0.0,190.68,144.2,271.91,2.44,-11.78,1.87,15.02
007171.png,Car,444.05,175.3,561.28,235.74,-1.1,-2.95,1.61,20.53
007171.png,Van,0.0,102.11,113.48,358.31,-0.35,-7.72,1.88,5.78
007171.png,Car,334.69,184.13,431.86,224.13,2.03,-8.8,1.87,28.36
007171.png,Tram,596.54,157.05,664.05,188.92,1.18,2.12,1.84,85.73
007172.png,Car,577.3,170.47,609.63,191.92,-1.42,-0.5,0.69,50.49
007172.png,Car,486.54,173.09,559.44,209.81,-1.08,-3.3,1.13,30.82
007172.png,Car,328.78,169.51,397.42,203.03,2.05,-12.65,1.07,38.43
007173.png,Car,419.21,186.42,521.48,255.5,1.77,-3.49,1.9,18.58
007173.png,Car,531.9,181.64,567.41,207.85,1.67,-3.51,1.97,42.21
007174.png,Car,992.29,182.77,1241.0,374.0,-2.48,2.87,1.55,1.95
007174.png,Car,120.94,180.94,345.15,305.37,2.03,-6.13,1.88,12.24
007174.png,Car,509.62,179.83,555.19,209.49,1.7,-3.93,1.77,36.86
007174.png,Car,298.99,181.48,417.13,251.84,1.9,-6.42,1.85,18.74
007174.png,Car,415.24,185.4,476.36,223.65,1.78,-6.72,1.97,29.7
007174.png,Car,631.09,175.23,657.25,198.08,-1.61,2.38,1.74,51.43
007174.png,Car,698.86,167.29,779.87,192.55,2.96,7.88,1.17,44.33
007174.png,Van,865.8,150.38,943.73,179.23,-0.41,21.93,0.45,53.84
007175.png,Car,545.53,178.79,573.49,203.72,1.58,-3.07,1.79,43.68
007176.png,Car,630.02,173.83,669.2,213.11,-1.58,1.62,1.63,30.47
007176.png,Car,515.23,180.06,573.31,215.35,1.78,-2.83,1.75,31.57
007176.png,Car,543.45,176.69,579.84,205.98,1.65,-2.56,1.68,38.52
007177.png,Car,975.51,200.14,1241.0,374.0,-2.42,2.63,1.6,2.03
007177.png,Car,0.0,184.72,332.54,374.0,-1.03,-4.58,1.86,7.34
007177.png,Car,388.6,182.09,477.6,243.86,1.81,-5.11,1.9,21.14
007177.png,Cyclist,536.86,174.0,552.82,209.64,1.67,-3.5,1.92,38.62
007177.png,Cyclist,551.24,174.75,565.11,208.04,1.61,-2.83,1.87,39.13
007177.png,Car,475.83,181.26,522.71,212.0,1.72,-5.68,1.91,37.33
007177.png,Car,630.84,175.57,654.71,195.21,-1.57,2.63,1.75,58.17
007177.png,Car,670.66,172.47,762.8,245.88,-1.72,2.48,1.63,17.79
007178.png,Car,854.27,169.36,1241.0,374.0,-2.12,3.49,1.42,5.78
007178.png,Car,508.33,184.18,588.23,238.42,-1.44,-1.67,1.67,20.29
007178.png,Van,720.01,107.27,872.86,256.07,-1.76,3.7,1.48,15.8
007178.png,Car,690.78,173.77,736.53,207.89,-1.7,4.79,1.56,34.02
007178.png,Car,555.71,179.88,604.06,218.04,-1.47,-1.19,1.72,29.24
007178.png,Car,710.89,172.35,779.99,229.83,-1.69,4.02,1.61,22.14
007178.png,Car,677.19,175.08,701.64,195.52,-1.58,5.55,1.55,50.85
007178.png,Pedestrian,830.81,150.48,861.14,257.42,2.82,3.97,1.4,12.25
007178.png,Misc,325.28,193.0,428.08,254.2,-2.77,-5.1,1.74,15.66
007179.png,Pedestrian,374.45,175.18,420.6,291.36,-1.61,-3.13,1.62,10.36
007179.png,Pedestrian,984.56,133.52,1075.65,354.8,1.03,3.91,1.58,6.82
007179.png,Pedestrian,1065.95,141.49,1183.39,350.68,0.94,4.72,1.56,6.84
007179.png,Pedestrian,197.97,165.88,317.09,374.0,1.7,-2.65,1.59,5.22
007180.png,Car,536.83,182.42,562.75,201.55,-1.52,-4.18,1.94,50.22
007180.png,Car,382.58,186.21,453.42,228.3,-1.32,-6.9,1.88,26.13
007180.png,Car,429.44,181.89,518.51,249.47,-1.4,-3.54,1.84,19.17
007180.png,Van,579.14,170.52,599.26,198.09,-1.57,-1.81,2.1,62.13
007181.png,Car,218.08,185.03,342.66,264.98,1.94,-6.82,1.76,15.07
007181.png,Car,397.71,180.17,440.7,203.81,1.76,-12.64,1.98,47.97
007182.png,Car,157.22,176.65,470.72,374.0,-1.29,-2.62,1.53,7.45
007182.png,Car,785.21,150.02,1241.0,374.0,-2.0,2.37,1.56,4.62
007182.png,Car,369.1,182.1,533.12,284.69,-1.3,-2.56,1.63,12.46
007182.png,Car,658.98,171.56,719.4,216.87,-1.69,2.74,1.48,26.05
007182.png,Car,715.33,176.13,906.01,301.1,-1.81,2.54,1.48,10.25
007182.png,Pedestrian,393.25,159.69,415.92,249.14,-1.29,-4.34,1.57,15.02
007182.png,Car,548.34,168.71,582.25,199.72,-1.55,-2.44,1.41,39.54
007182.png,Car,645.24,169.44,684.1,201.32,-1.67,2.83,1.45,38.38
007182.png,Pedestrian,418.94,164.78,434.67,239.24,-1.33,-4.45,1.59,17.52
007182.png,Car,635.41,166.1,660.52,191.1,-1.6,2.86,1.36,55.44
007183.png,Car,284.96,194.9,404.14,265.97,1.91,-6.17,1.98,17.03
007183.png,Car,676.38,178.54,757.64,237.43,-1.71,2.92,1.69,20.64
007183.png,Car,369.7,194.2,455.08,245.15,1.85,-6.11,2.08,22.58
007183.png,Car,439.16,181.89,496.93,226.01,1.76,-6.03,2.14,30.88
007183.png,Car,467.07,183.01,512.42,216.24,1.75,-6.24,2.16,37.63
007183.png,Van,1131.73,128.67,1241.0,188.28,0.84,24.7,0.61,30.27
007183.png,Car,0.0,203.17,68.82,251.82,-0.86,-20.82,2.6,24.3
007184.png,Car,770.41,167.35,846.24,232.58,-1.64,5.14,1.45,19.2
007184.png,Car,1031.94,158.52,1137.75,193.41,-0.42,21.94,0.92,33.5
007185.png,Pedestrian,828.49,157.52,855.06,233.88,1.41,6.03,1.57,19.07
007185.png,Car,775.65,182.89,921.72,280.65,-1.84,4.07,1.7,12.93
007185.png,Car,742.95,177.39,836.96,241.2,-1.7,4.44,1.58,18.53
007185.png,Car,448.0,184.37,543.14,249.39,1.8,-3.0,1.87,19.41
007185.png,Car,504.62,181.35,564.98,228.52,1.73,-2.55,1.8,24.8
007185.png,Car,578.42,178.34,626.62,210.14,1.93,-0.39,1.94,39.07
007185.png,Car,664.79,175.77,714.07,199.43,2.05,5.44,1.75,49.25
007186.png,Car,332.95,183.44,456.4,224.31,-2.9,-8.26,1.9,27.82
007187.png,Car,307.62,188.21,343.11,217.0,1.62,-15.61,2.32,39.63
007188.png,Pedestrian,736.76,143.63,791.43,321.47,2.96,1.66,1.45,7.59
007189.png,Pedestrian,0.0,176.51,155.51,374.0,-1.02,-2.81,1.6,3.45
007189.png,Pedestrian,412.48,179.09,442.36,267.25,-2.77,-3.42,1.7,13.33
007189.png,Pedestrian,383.47,172.39,415.61,265.27,0.6,-4.06,1.69,13.55
007189.png,Pedestrian,1173.3,170.9,1241.0,311.52,2.26,7.63,1.65,9.03
007190.png,Car,807.23,176.66,928.12,237.24,-1.94,6.57,1.52,18.98
007190.png,Truck,65.08,142.02,285.5,209.23,0.09,-24.82,1.93,42.0
007191.png,Car,388.4,165.29,514.03,266.35,1.77,-3.47,1.86,16.48
007191.png,Car,465.31,184.16,533.37,232.19,1.75,-3.71,1.87,24.53
007191.png,Car,524.78,176.74,559.45,208.76,1.68,-3.81,1.94,40.65
007192.png,Car,562.93,170.95,671.37,273.47,-1.57,0.08,1.56,12.93
007192.png,Car,1036.68,171.57,1241.0,374.0,-1.43,4.52,1.44,5.03
007192.png,Car,820.16,156.13,1133.66,328.19,-1.14,4.36,1.4,8.4
007192.png,Car,788.56,174.25,986.47,272.97,-1.12,4.67,1.42,11.99
007192.png,Van,523.12,168.31,552.57,192.26,1.68,-6.38,1.67,64.27
007192.png,Pedestrian,733.38,166.45,754.6,216.03,-0.83,4.32,1.43,24.37
007192.png,Pedestrian,971.74,161.41,983.19,207.74,2.67,14.45,1.36,28.41
007192.png,Pedestrian,953.33,169.32,963.22,201.99,2.2,19.28,1.61,39.98
007193.png,Car,568.77,178.98,637.26,243.88,-1.56,-0.21,1.72,19.04
007193.png,Car,0.0,219.03,63.71,281.39,2.26,-15.73,2.64,17.63
007193.png,Car,77.22,207.33,189.77,249.18,2.14,-19.18,2.89,29.23
007193.png,Car,184.22,200.27,273.38,245.36,2.02,-15.55,2.8,29.57
007194.png,Car,777.31,158.94,1220.87,374.0,-1.94,2.67,1.44,6.27
007194.png,Car,0.0,219.15,187.93,374.0,-0.56,-3.01,1.65,1.65
007194.png,Car,666.38,175.21,725.53,221.88,-1.63,2.66,1.47,23.25
007194.png,Van,709.41,152.41,751.53,186.95,-1.32,9.58,1.08,57.05
007195.png,Car,0.0,193.19,397.63,374.0,2.03,-3.01,1.76,5.47
007195.png,Car,362.16,189.88,502.71,295.21,1.8,-2.99,1.85,12.7
007195.png,Van,455.78,150.52,546.46,240.88,1.71,-3.29,1.9,22.79
007195.png,Car,723.38,163.88,1051.61,288.16,-0.36,3.83,1.53,10.53
007195.png,Car,686.94,176.51,901.75,250.05,-0.23,4.05,1.66,16.49
007195.png,Car,271.59,197.38,402.55,282.02,1.88,-5.8,2.09,15.68
007195.png,Car,638.62,168.81,766.06,221.66,-0.05,3.03,1.59,24.44
007195.png,Misc,1123.29,193.69,1241.0,374.0,-0.7,4.57,1.39,5.15
007195.png,Misc,1016.55,182.01,1241.0,347.58,-0.6,4.53,1.45,6.22
007195.png,Car,627.79,178.05,660.04,206.56,-1.67,1.9,1.88,41.74
007196.png,Car,578.12,175.74,631.07,226.12,-1.57,-0.22,1.66,24.2
007196.png,Car,597.42,170.41,638.88,213.65,-1.58,0.31,1.7,31.97
007196.png,Car,1035.02,135.69,1241.0,374.0,-2.54,2.89,1.6,1.58
007196.png,Car,762.2,176.54,963.06,316.2,-1.89,3.09,1.59,9.6
007196.png,Car,672.56,172.17,727.74,219.57,-1.69,3.19,1.6,26.3
007196.png,Car,654.01,175.94,700.2,212.6,-1.69,2.9,1.68,32.24
007196.png,Car,644.76,176.05,680.11,206.9,-1.64,2.68,1.71,37.96
007197.png,Car,595.45,174.24,618.56,187.81,1.81,-0.31,1.63,79.98
007197.png,Car,717.95,172.48,736.98,188.08,-1.53,11.26,1.42,69.04
007198.png,Misc,902.11,223.42,981.78,283.63,-1.57,5.48,1.68,12.07
007198.png,Car,888.44,171.07,976.99,257.7,-1.52,7.03,1.64,15.67
007199.png,Cyclist,682.89,172.56,698.5,206.41,-1.62,4.62,1.9,41.63
007200.png,Car,0.0,203.72,310.18,357.03,2.17,-5.75,1.91,9.46
007200.png,Car,947.91,186.11,1241.0,374.0,-2.29,3.28,1.56,3.43
007200.png,Car,263.42,191.83,400.79,275.48,1.93,-5.73,1.92,15.2
007200.png,Car,698.55,181.5,794.35,244.4,1.34,3.39,1.69,18.78
007200.png,Car,402.07,186.08,485.79,235.6,1.88,-5.53,1.96,24.35
007200.png,Car,675.09,181.87,746.62,229.18,-1.76,3.32,1.78,24.65
007200.png,Car,485.79,179.5,524.72,209.84,1.7,-5.69,1.94,39.36
007200.png,Car,656.89,179.6,704.14,214.72,-1.73,3.15,1.83,33.16
007200.png,Car,527.09,175.51,579.08,193.01,-2.55,-5.06,1.76,63.77
007201.png,Pedestrian,441.34,174.73,463.0,247.24,2.85,-3.61,1.46,16.66
007201.png,Tram,0.0,115.32,309.36,233.74,0.23,-17.12,1.61,24.69
007201.png,Tram,309.69,121.93,403.27,218.76,-0.05,-9.46,1.32,27.65
007201.png,Tram,395.84,114.88,573.2,213.18,-0.22,-4.8,1.15,29.45
007201.png,Tram,553.23,116.26,644.74,205.39,-0.37,-0.15,0.96,31.29
007201.png,Tram,619.53,110.19,881.11,196.59,-0.58,7.29,0.57,34.22
007201.png,Person_sitting,1125.25,258.45,1237.0,373.0,-2.28,2.58,1.58,2.77
007201.png,Person_sitting,964.83,245.04,1184.27,373.0,0.75,2.44,1.54,3.84
007201.png,Person_sitting,1086.12,226.1,1237.0,373.0,1.35,3.11,1.53,4.0
007202.png,Pedestrian,1057.59,125.58,1181.48,373.0,-2.12,3.72,1.37,5.44
007202.png,Pedestrian,646.65,163.96,710.75,320.24,-1.03,0.76,1.57,8.78
007202.png,Pedestrian,210.04,155.3,338.52,373.0,2.0,-2.53,1.64,5.41
007202.png,Pedestrian,982.39,96.48,1237.0,373.0,0.98,2.89,1.44,4.25
007202.png,Pedestrian,914.06,132.6,963.56,266.8,3.04,5.14,1.26,11.2
007202.png,Person_sitting,329.48,206.86,403.69,315.43,-2.72,-2.86,1.56,8.65
007202.png,Person_sitting,403.34,200.45,460.43,263.85,-2.74,-3.38,1.59,14.2
007202.png,Pedestrian,473.27,175.52,491.77,230.92,1.53,-3.87,1.5,22.26
007202.png,Pedestrian,556.35,172.08,579.77,234.38,-1.5,-1.11,1.5,20.9
007202.png,Pedestrian,591.94,172.19,606.38,231.73,-1.55,-0.03,1.42,20.83
007203.png,Van,0.0,0.0,280.75,374.0,2.73,-2.83,1.74,0.98
007203.png,Car,784.2,154.96,1241.0,374.0,-0.44,3.52,1.59,5.51
007203.png,Van,277.71,132.89,536.52,335.6,1.82,-2.52,1.75,10.83
007203.png,Pedestrian,1123.23,148.91,1161.57,279.89,-2.18,7.03,1.41,9.68
007203.png,Pedestrian,770.28,166.88,792.95,226.75,-1.8,4.76,1.51,20.39
007203.png,Car,672.89,179.66,738.41,233.4,-1.73,2.93,1.8,22.9
007203.png,Car,654.6,173.6,710.31,222.34,-1.71,2.7,1.79,27.9
007203.png,Pedestrian,607.07,170.88,616.07,196.1,0.66,0.1,1.76,54.83
007203.png,Pedestrian,612.39,172.14,622.39,196.67,0.74,0.52,1.82,55.44
007203.png,Car,550.5,172.28,571.0,193.68,1.64,-4.43,1.84,65.18
007204.png,Car,0.0,207.18,147.46,332.95,2.26,-8.21,1.93,9.44
007204.png,Van,316.08,181.9,406.73,233.6,1.88,-8.66,1.98,25.4
007204.png,Van,874.87,41.87,1241.0,374.0,-2.15,5.19,1.68,7.87
007204.png,Car,469.5,184.16,497.35,206.02,1.73,-9.67,2.48,55.16
007204.png,Truck,493.27,163.98,527.53,199.38,1.66,-10.14,2.62,74.08
007204.png,Car,605.68,180.86,624.07,194.87,-1.6,0.42,2.02,67.52
007205.png,Car,591.21,178.96,617.59,205.04,-1.58,-0.42,2.07,47.95
007205.png,Van,68.77,149.05,306.95,282.14,2.05,-8.74,1.95,15.68
007205.png,Car,441.87,185.05,478.0,208.98,1.73,-9.69,2.25,46.73
007206.png,Van,191.8,78.85,476.56,316.59,1.87,-4.0,1.75,12.12
007206.png,Car,539.95,181.54,557.09,197.92,1.62,-5.72,2.29,67.15
007206.png,Car,933.75,191.97,1012.58,220.63,2.61,22.61,2.91,45.02
007206.png,Car,560.54,178.91,615.31,233.5,-1.56,-0.74,1.84,23.92
007206.png,Car,213.56,181.69,272.93,207.88,2.07,-21.76,2.0,42.92
007206.png,Cyclist,847.88,182.36,871.09,221.32,-1.97,10.81,2.06,31.37
007207.png,Truck,586.27,169.7,620.19,206.45,-1.57,-0.63,2.69,62.76
007207.png,Cyclist,785.89,165.17,843.36,258.57,-1.85,4.29,1.72,15.4
007207.png,Car,324.17,193.0,372.61,220.34,1.91,-16.83,2.95,46.53
007208.png,Car,63.33,182.67,376.63,299.37,0.56,-5.51,1.68,10.37
007208.png,Car,738.35,186.27,865.85,275.62,-1.78,3.42,1.7,13.57
007208.png,Car,251.08,183.71,446.92,247.86,-2.82,-6.16,1.69,17.19
007208.png,Car,356.13,180.29,484.01,229.74,-2.89,-5.94,1.71,22.66
007208.png,Car,385.49,182.25,517.37,228.16,0.21,-5.43,1.83,24.86
007208.png,Car,398.28,179.61,515.76,221.84,-2.89,-5.77,1.79,27.32
007208.png,Car,711.8,178.47,800.0,248.53,-1.73,3.61,1.78,18.58
007208.png,Car,681.05,184.48,727.05,218.46,-1.72,4.08,1.92,31.98
007208.png,Car,448.64,182.14,537.84,219.87,0.22,-4.82,1.89,29.78
007208.png,Van,655.55,167.23,683.17,197.19,-1.62,4.85,1.93,59.76
007209.png,Car,827.51,137.13,1241.0,286.62,2.56,5.46,1.32,9.5
007209.png,Car,1203.88,139.64,1241.0,187.08,-0.79,22.11,0.44,23.58
007209.png,Car,1152.38,143.88,1241.0,188.03,-0.73,22.26,0.51,25.94
007209.png,Car,361.43,179.43,456.46,247.32,1.73,-5.23,1.76,19.12
007209.png,Car,449.44,174.33,546.86,245.58,1.72,-2.85,1.71,19.1
007209.png,Van,1064.86,135.35,1147.74,178.59,-2.05,25.88,0.29,37.84
007209.png,Car,988.56,148.71,1065.78,182.01,-2.11,21.76,0.47,37.85
007209.png,Car,414.56,179.85,489.13,228.91,1.76,-5.48,1.81,25.38
007209.png,Car,652.13,170.0,695.69,201.22,1.46,3.2,1.39,37.23
007209.png,Car,597.4,174.93,628.69,199.58,-1.47,0.22,1.74,48.61
007209.png,Car,549.86,169.02,582.47,184.43,-1.06,-4.86,1.27,80.6
007210.png,Car,0.0,213.22,244.58,374.0,2.17,-5.91,1.98,8.27
007210.png,Car,1027.46,132.71,1241.0,240.43,2.5,9.11,1.09,12.53
007210.png,Car,932.14,142.43,1147.75,230.42,2.6,8.7,1.11,14.86
007210.png,Car,364.95,189.45,462.72,244.16,1.89,-5.82,1.96,21.75
007210.png,Car,683.4,173.67,757.45,232.37,-1.71,3.15,1.62,21.53
007211.png,Car,672.91,178.46,723.23,217.99,-1.71,3.3,1.65,27.75
007211.png,Car,833.29,197.94,1235.72,374.0,-2.06,3.24,1.65,6.35
007211.png,Car,783.77,178.0,854.88,221.37,-1.88,7.35,1.63,25.73
007211.png,Car,918.05,181.84,1134.21,271.89,-2.15,7.6,1.62,13.74
007212.png,Misc,832.44,164.66,1078.23,361.95,-1.87,3.19,1.58,7.2
007212.png,Car,656.1,191.43,700.74,226.42,-1.67,3.03,2.3,32.94
007213.png,Car,586.63,180.74,662.42,241.97,-1.73,0.3,1.85,20.87
007213.png,Car,253.75,184.53,327.94,225.68,2.01,-12.56,1.98,28.48
007213.png,Car,332.05,185.25,411.35,231.08,1.85,-8.65,1.98,26.41
007214.png,Car,998.14,173.35,1231.89,248.13,3.02,11.25,1.58,16.51
007214.png,Van,604.18,178.18,655.84,228.33,-1.67,0.96,2.79,38.77
